NAME,POSTCODE,STREET,PLACES
MUZE,55208,ISANGWA,MAPOKO
MUZE,55208,ISANGWA,NDEPUKE
MUZE,55208,ISANGWA,KAMOKO
LUSAKA,55209,LUSAKA,KAMUWA
LUSAKA,55209,LUSAKA,CHOKOMA
LUSAKA,55209,LUSAKA,KAWALA
LUSAKA,55209,LOWE,MSUNDA
LUSAKA,55209,LOWE,MZIMULA
LUSAKA,55209,LOWE,MWAYA
LUSAKA,55209,LOWE,MSUNDA
LUSAKA,55209,LOWE,LYANINGA
LUSAKA,55209,KIZUMBI,KOMBA
LUSAKA,55209,KIZUMBI,MAKALA
LUSAKA,55209,KIZUMBI,NGOMENI
LUSAKA,55209,KIZUMBI,KIYALE
LUSAKA,55209,KIZUMBI,CHOLWA
LUSAKA,55209,MPEMBANO,KENYA
LUSAKA,55209,MPEMBANO,MSUZU
LUSAKA,55209,MPEMBANO,TUPA
LUSAKA,55209,MPEMBANO,NAKASOWA
LUSAKA,55209,MPEMBANO,NTAWA
LUSAKA,55209,MPEMBANO,MPEMBENO
LUSAKA,55209,MPEMBANO,MBALAMWENE
LUSAKA,55209,MPEMBANO,CHAMBA
LUSAKA,55209,MPEMBANO,IZUMA
LUSAKA,55209,MPEMBANO,PASILE
LUSAKA,55209,MPEMBANO,NSELELO
LUSAKA,55209,MPEMBANO,MKULUKULU
LUSAKA,55209,MPEMBANO,MAJENGO
KIPETA,55210,KIPETA,KIPETA KATI
KIPETA,55210,KIPETA,MMUYU
KIPETA,55210,KIPETA,NG’ONGO
KIPETA,55210,KIPETA,KANYALA
KIPETA,55210,KIPETA,NGOLA
KIPETA,55210,KIPETA,KITUKU KATI
KIPETA,55210,KILYAMATUNDU,KILYAMATUNDU
KIPETA,55210,KILYAMATUNDU,LUPANGA
KIPETA,55210,KILYAMATUNDU,TEWETE
KIPETA,55210,KILYAMATUNDU,MAJENGO
KIPETA,55210,KILYAMATUNDU,KATI
KIPETA,55210,LEGEZA,SENGA
KIPETA,55210,LEGEZA,NAUCHESE
KIPETA,55210,MPONA,CHAMWANA
KIPETA,55210,MPONA,NAMASHETE
KIPETA,55210,MPONA,MBAYA
KIPETA,55210,MPONA,MAGOMA
KIPETA,55210,KIRANDO,LUDEWA
KIPETA,55210,KIRANDO,NAMAVYONGA
KAOZE,55211,KAOZE,NANZOVU
KAOZE,55211,KAOZE,CHIKULWE
KAOZE,55211,KAOZE,MSAWIZI
KAOZE,55211,KAOZE,NSAVYA
KAOZE,55211,KAOZE,MPILIMA
KAOZE,55211,TULULU,CHANG’OMBE
KAOZE,55211,TULULU,MSANGANA
KAOZE,55211,TULULU,TULULU
KAOZE,55211,CHOMBE,KIPALA
KAOZE,55211,CHOMBE,CHIPA
KAOZE,55211,CHOMBE,KALAMBO
KAOZE,55211,CHOMBE,MWITU
KAOZE,55211,CHOMBE,MTAPENDA
KAOZE,55211,CHOMBE,CHOMBE
KAOZE,55211,KIANDAIGONDA,KIANDAIGONDA A
KAOZE,55211,KIANDAIGONDA,KIANDAIGONDA B
KAOZE,55211,KIANDAIGONDA,CHITE A
KAOZE,55211,KIANDAIGONDA,CHITE B
KAOZE,55211,KIANDAIGONDA,CHANG'OMBE A
KAOZE,55211,KIANDAIGONDA,CHANG'OMBE B
KAOZE,55211,KIANDAIGONDA,CHAMENJE
KAOZE,55211,KIANDAIGONDA,KASUNGU
KAOZE,55211,KIANDAIGONDA,KIKULWE
KAOZE,55211,KIANDAIGONDA,MSOPA
KAOZE,55211,KIANDAIGONDA,MPASAJI
KAOZE,55211,KIANDAIGONDA,KIZULE
MIANGALUA,55212,MIANGALUA,IZOMO
MIANGALUA,55212,MIANGALUA,MATIMBA
MIANGALUA,55212,MIANGALUA,KAFULAMKOWE
MIANGALUA,55212,MIANGALUA,KATI
MIANGALUA,55212,MIANGALUA,MIANGALUA
MIANGALUA,55212,TUNKO,CHITINDI
MIANGALUA,55212,TUNKO,MPALALA
MIANGALUA,55212,TUNKO,TUNKO
MIANGALUA,55212,TUNKO,CHITOWA
MIANGALUA,55212,MOVU,NANSAMA
MIANGALUA,55212,MOVU,NTENDO
MIANGALUA,55212,MOVU,ITUKULA
MIANGALUA,55212,MKOWE,NANSAMA
MIANGALUA,55212,MKOWE,NTENDO
MIANGALUA,55212,MKOWE,ITUKULA
MIANGALUA,55212,MKOWE,MOVU
MIANGALUA,55212,MKOWE,ISANGO
MIANGALUA,55212,KAVIFUTI,MIANGA
MIANGALUA,55212,KAVIFUTI,CHAFUMA
MIANGALUA,55212,KAVIFUTI,KELENGE
MIANGALUA,55212,KAVIFUTI,MATIMBA
MIANGALUA,55212,NAMPAKO,NACHITONTO
MIANGALUA,55212,NAMPAKO,NAMPAKO
MIANGALUA,55212,NAMPAKO,KASOTE
MIANGALUA,55212,NAMPAKO,KIVUKO
MIANGALUA,55212,KAMSAMBA,KAMSAMBA
MIANGALUA,55212,KAMSAMBA,IZOMBO
ILEMBA,55213,ILEMBA A,MKANGA
ILEMBA,55213,ILEMBA A,MWEMBEMMOJA
ILEMBA,55213,KASWEPA,KASWEPA
ILEMBA,55213,KASWEPA,KAPATA
ILEMBA,55213,KASWEPA,MAJENGO
ILEMBA,55213,SAKALILO,MULU
ILEMBA,55213,SAKALILO,MANDA
ILEMBA,55213,SAKALILO,KALEKETE
ILEMBA,55213,SAKALILO,ISANGA
ILEMBA,55213,ILEMBA B,CHANJI
ILEMBA,55213,ILEMBA B,TUWI
ILEMBA,55213,ILEMBA B,MAKOTO
ILEMBA,55213,ILEMBA B,KAMBAUWANDA
ILEMBA,55213,ILEMBA B,KAMPOMBO
ILEMBA,55213,LYANZA,KALAMBO
ILEMBA,55213,LYANZA,MILIMANI
ILEMBA,55213,LYANZA,LYANZA KATI
NANKANGA,55214,NANKANGA,UHURU
NANKANGA,55214,NANKANGA,NAZARETH
NANKANGA,55214,NANKANGA,CHIKAMBA
NANKANGA,55214,NANKANGA C,MTAKUJA
NANKANGA,55214,NANKANGA C,CHANG'OMBE
NANKANGA,55214,NANKANGA C,VUMA
NANKANGA,55214,SOLOLA,SOLOLA KATI
NANKANGA,55214,SOLOLA,INTAKE
KAPENTA,55215,MKUSI,MTUNDWE
KAPENTA,55215,MKUSI,MSANZA
KAPENTA,55215,MKUSI,KIKONDE
KAPENTA,55215,NGOMENI,MKUMBULULE
KAPENTA,55215,NGOMENI,MKANGELE
KAPENTA,55215,KAWILA,MAZINJI B
KAPENTA,55215,KAWILA,KAWILA
KAPENTA,55215,KAPENTA,NTUMBI
KAPENTA,55215,KAPENTA,MALAWI
KAPENTA,55215,KAPENTA,KAPASA
KAPENTA,55215,KAPENTA,MAZINJI
KAPENTA,55215,KAPENTA,NGOI
KAPENTA,55215,NSANGA,KAULA
KAPENTA,55215,NSANGA,KAFULA
KAPENTA,55215,NSANGA,KALONJE
KAPENTA,55215,LIWELYAMVULA,NGOMENI
KAPENTA,55215,LIWELYAMVULA,NAMINGONGO
KILANGAWANA,55216,MALEZA,ULUNDO
KILANGAWANA,55216,MALEZA,MSOMANTEMBO
KILANGAWANA,55216,MALEZA,MWENEMTOLO
KILANGAWANA,55216,MALEZA,NKAMBA
KILANGAWANA,55216,MALEZA,KAPYAMSANYA
KILANGAWANA,55216,MALEZA,NANGOLI
KILANGAWANA,55216,MALEZA,MAOMBWE
KILANGAWANA,55216,KILANGAWANA,TUKUYU
KILANGAWANA,55216,KILANGAWANA,MABATINI
KILANGAWANA,55216,KILANGAWANA,MPAKANI
KILANGAWANA,55216,KILANGAWANA,MOVU
KILANGAWANA,55216,KILANGAWANA,MJINI
KILANGAWANA,55216,KILANGAWANA,KILANGAWANA
KILANGAWANA,55216,MPANDE,KALOLENI
KILANGAWANA,55216,MPANDE,SOWETO
KILANGAWANA,55216,ILAMBO,MTUKULA
KILANGAWANA,55216,ILAMBO,ELNINO
KILANGAWANA,55216,ILAMBO,MABATINI
KILANGAWANA,55216,ILAMBO,MAJENGO
KILANGAWANA,55216,ILAMBO,CHANG’OMBE
KILANGAWANA,55216,ILAMBO,ISINIZYA
ZIMBA,55217,ZIMBA,IYUNGA
ZIMBA,55217,ZIMBA,MISSION
ZIMBA,55217,ZIMBA,GODAWN
ZIMBA,55217,ZIMBA,MBUYUNI
ZIMBA,55217,ZIMBA,MABATINI
ZIMBA,55217,MISSION,NAMWELE
ZIMBA,55217,MISSION,MAJENGO
ZIMBA,55217,MISSION,MALOTO
ZIMBA,55217,LWANJI,NDULULU
ZIMBA,55217,LWANJI,LWANJI
ZIMBA,55217,LWANJI,MTAKUJA
ZIMBA,55217,LWANJI,KATANGA
ZIMBA,55217,KANYALA,KANYALA
ZIMBA,55217,KANYALA,KIKONKO
KALUMBALEZA,55218,KALUMBALEZA A,KILAMBWA
KALUMBALEZA,55218,KALUMBALEZA A,MASISHE
KALUMBALEZA,55218,KALUMBALEZA A,KIKOKO
KALUMBALEZA,55218,KALUMBALEZA A,KALOLENI
KALUMBALEZA,55218,KALUMBALEZA B,MIEMBENI
KALUMBALEZA,55218,KALUMBALEZA B,MIKUYUNI
KALUMBALEZA,55218,KALUMBALEZA B,KATOO
KALUMBALEZA,55218,KALUMBALEZA B,MAKALA
KALUMBALEZA,55218,MNAZIMMOJA,MNAZIMMOJA
KALUMBALEZA,55218,MNAZIMMOJA,MLIA
KALUMBALEZA,55218,MNAZIMMOJA ASILIA,MNAZIMMOJA KATI
KALUMBALEZA,55218,MNAZIMMOJA ASILIA,KASISI
KALUMBALEZA,55218,MNAZIMMOJA ASILIA,KASINGA
KALUMBALEZA,55218,MNAZIMMOJA ASILIA,INDOO
MFINGA,55219,MFINGA,KIZUMBI
MFINGA,55219,MFINGA,MWENGE
MFINGA,55219,MFINGA,KIKWALE
MFINGA,55219,MFINGA,MITOBO A
MFINGA,55219,MFINGA,KIPENZI
MFINGA,55219,MFINGA,KAVUU
MFINGA,55219,MFINGA,KIKOKO
MFINGA,55219,KASEKELA,KIKU
MFINGA,55219,KASEKELA,KALA
MFINGA,55219,KASEKELA,MTUKULA
MFINGA,55219,KASEKELA,MITOBO
MFINGA,55219,KASEKELA,KASEKELA
MFINGA,55219,MSILA,MTAKUJA
MFINGA,55219,MSILA,KAVUU
MWADUI,55220,MPETE,MAKWANGU
MWADUI,55220,MPETE,ITIMBA
MWADUI,55220,MPETE,NAMAMBA
MWADUI,55220,KIPA,KAMCHANGA
MWADUI,55220,KIPA,ZIWANI
MWADUI,55220,NKWILO,IPILULA
MWADUI,55220,NKWILO,LUSANDO
MWADUI,55220,NKWILO,MATETE
MWADUI,55220,NKWILO,KITENU
MWADUI,55220,NKWILO,KIKWALE
MWADUI,55220,NKWILO,MPAKANI
MWADUI,55220,KATOO,MASHETE
MWADUI,55220,KATOO,MADOKO
MWADUI,55220,KATOO,KIJIWENI
MWADUI,55220,MTAPENDA,KASTAMU
MWADUI,55220,MTAPENDA,KIZUMBI
MWADUI,55220,MWADUI,SONGAMBELE
MWADUI,55220,MWADUI,KILIMAHEWA
IKOZI,55221,IKOZI,IKOZI KATI A
IKOZI,55221,IKOZI,KISALALA
IKOZI,55221,KAZWILA,KALOLENI
IKOZI,55221,KAZWILA,LEGEZAMWENDO
IKOZI,55221,KAZWILA,KIVUKO
IKOZI,55221,CHITUO,NAMKWEZA
IKOZI,55221,CHITUO,IKOZI B
IKOZI,55221,CHITUO,KATETE
IKOZI,55221,TENTULA,MTAKUJA
IKOZI,55221,TENTULA,TENTULA KATI
IKOZI,55221,TENTULA,NAMONKA A
IKOZI,55221,TENTULA,KAVUNA
IKOZI,55221,TENTULA,NAMONKA B
MPWAPWA,55222,MPWAPWA,MASANKO
MPWAPWA,55222,MPWAPWA,KATUPA
MPWAPWA,55222,MPWAPWA,MAZIRA
MPWAPWA,55222,MPWAPWA,MPWAPWA
MPWAPWA,55222,MALOLWA,SEZA
MPWAPWA,55222,MALOLWA,MALOLWA
MPWAPWA,55222,MALOLWA,MILEMO
MPWAPWA,55222,MEMYA,MEMYA
MPWAPWA,55222,MEMYA,MTAKUJA
MPWAPWA,55222,MEMYA,MSAMVU
MPWAPWA,55222,KAPOKA,MANDA
MPWAPWA,55222,KAPOKA,KAPOKA
MPWAPWA,55222,KAPOKA,MISIKU
LYANGALILE,55223,KIANDA,MAGOMENI A
LYANGALILE,55223,KIANDA,MAGOMENI B
LYANGALILE,55223,KIANDA,NDELEMVI
LYANGALILE,55223,KIANDA,KALOLENI
LYANGALILE,55223,KIANDA,MANJE
LYANGALILE,55223,KAZI,SONJE
LYANGALILE,55223,KAZI,CHAMIKU
LYANGALILE,55223,KAZI,KAZI
LYANGALILE,55223,KATONTO,KATONTO
LYANGALILE,55223,KATONTO,MWIMBI
LYANGALILE,55223,KATONTO,ISINDA
LYANGALILE,55223,KATONTO,CHAMSIKU
KANDA,55224,LULA,KAWIMBE B
KANDA,55224,LULA,KAWIMBE A
KANDA,55224,LULA,MKAMBA
KANDA,55224,LULA,KITIPA A
KANDA,55224,LULA,KITIPA B
KANDA,55224,CHITETE,MSHULUMKE
KANDA,55224,CHITETE,KITIPE
KANDA,55224,CHITETE,NAMANUNKA
KANDA,55224,CHITETE,TUNKO
KANDA,55224,CHITETE,MAWENI
KANDA,55224,LYAPONA B,KALYAMANYI
KANDA,55224,LYAPONA B,LYAPONA
KANDA,55224,LYAPONA,ILAMBILA
KANDA,55224,LYAPONA,BANGWE
KANDA,55224,LYAPONA,KAFUNDO
KANDA,55224,LYAPONA,MTAZYA
MSANDA MUUNGANO,55225,MSANDAMUUNGANO A,ISALE
MSANDA MUUNGANO,55225,MSANDAMUUNGANO A,BUTIAMA
MSANDA MUUNGANO,55225,SONGAMBELE AZIMIO,NSIMBO
MSANDA MUUNGANO,55225,SONGAMBELE AZIMIO,BONDENI
MSANDA MUUNGANO,55225,SONGAMBELE AZIMIO,NAKAZUNZU
MSANDA MUUNGANO,55225,MSANDAMUUNGANO B,MSANDA
MSANDA MUUNGANO,55225,MSANDAMUUNGANO B,TUZIMU
MSANDA MUUNGANO,55225,MSANDAMUUNGANO B,NGALANI
MSANDA MUUNGANO,55225,SIKAUNGU,KILULUMO
MSANDA MUUNGANO,55225,SIKAUNGU,SIKAUNGU
MSANDA MUUNGANO,55225,SIKAUNGU,KATENJELE
KASANZAMA,55226,SIKAUNGU,KASANZAMA
KASANZAMA,55226,SIKAUNGU,NAMAYANGA
KASANZAMA,55226,SIKAUNGU,LAELA B
KASANZAMA,55226,SIKAUNGU,NKUSA
KASANZAMA,55226,SIKAUNGU,ISUNDA
KASANZAMA,55226,SIKAUNGU,NAMATILI
KASANZAMA,55226,SIKAUNGU,KANTENZA
KASANZAMA,55226,SIKAUNGU,FWAKA
KASANZAMA,55226,SIKAUNGU,KATABI
KASANZAMA,55226,SIKAUNGU,ZINDE
KASANZAMA,55226,SIKAUNGU,KAPELE
KASANZAMA,55226,SIKAUNGU,KATAPULO
KASANZAMA,55226,SIKAUNGU,CHANG'OMBE
MNOKOLA,55227,SIKAUNGU,MAJENGO
MNOKOLA,55227,SIKAUNGU,KAPELE
MNOKOLA,55227,SIKAUNGU,CHIWOLOMBE
MNOKOLA,55227,SIKAUNGU,MCHISA
MNOKOLA,55227,SIKAUNGU,MNOKOLA
MNOKOLA,55227,SIKAUNGU,KISAKAFU
MNOKOLA,55227,SIKAUNGU,NITO
MNOKOLA,55227,SIKAUNGU,KISALALA
MNOKOLA,55227,SIKAUNGU,TISWE
MNOKOLA,55227,SIKAUNGU,KAMLANDA
MNOKOLA,55227,SIKAUNGU,IYUNGA
MNOKOLA,55227,SIKAUNGU,KIPOLO
MNOKOLA,55227,SIKAUNGU,MTETA
MNOKOLA,55227,SIKAUNGU,ITETE
MNOKOLA,55227,SIKAUNGU,KIVUKO
MNOKOLA,55227,SIKAUNGU,MITITI
NAMANYERE,55301,SIKAUNGU,MKASAMA
NAMANYERE,55301,SIKAUNGU,CHAWE
NAMANYERE,55301,SIKAUNGU,MPELEMBE
NAMANYERE,55301,SIKAUNGU,MBWENDI
NAMANYERE,55301,SIKAUNGU,BANGWE
NAMANYERE,55301,SIKAUNGU,MLASI
NAMANYERE,55301,SIKAUNGU,CCM BAANI
NAMANYERE,55301,SIKAUNGU,ILEGEZA
NAMANYERE,55301,SIKAUNGU,TINDI
NAMANYERE,55301,SIKAUNGU,KAMAMA
NAMANYERE,55301,SIKAUNGU,MALANGALI
NKOMOLO,55302,SIKAUNGU,KAKOMA
NKOMOLO,55302,SIKAUNGU,ILUMBILWA
NKOMOLO,55302,SIKAUNGU,KASISIWE
NKOMOLO,55302,SIKAUNGU,MKOLE
NKOMOLO,55302,SIKAUNGU,ILALASIMBA
NKOMOLO,55302,SIKAUNGU,MGOMBEZI
NKOMOLO,55302,SIKAUNGU,MLUNGUSI
NKOMOLO,55302,SIKAUNGU,KAMIUNGO
NKOMOLO,55302,SIKAUNGU,CHILUKU
NKOMOLO,55302,SIKAUNGU,KALEMYA
NKOMOLO,55302,SIKAUNGU,MBULO
NKOMOLO,55302,SIKAUNGU,NANG'OMBE
NKOMOLO,55302,SIKAUNGU,IPANDA
NKOMOLO,55302,SIKAUNGU,LYANTWIYA
NKOMOLO,55302,SIKAUNGU,JUHUDI
NKOMOLO,55302,SIKAUNGU,SHELI
NKOMOLO,55302,SIKAUNGU,TUMAINI
NKOMOLO,55302,SIKAUNGU,NKOMOLO KATI
ISALE,55303,NTUCHI,NKOKOLO
ISALE,55303,NTUCHI,MAGOMENI
ISALE,55303,NTUCHI,ITUZYA
ISALE,55303,NTUCHI,MISAKWI
ISALE,55303,NTUCHI,KANCHENCHE
ISALE,55303,NTUCHI KUSINI,KIJIWENI
ISALE,55303,NTUCHI KUSINI,KASULA
ISALE,55303,NTUCHI KUSINI,NAKULAKA
ISALE,55303,NTUCHI KUSINI,KISUMBA
ISALE,55303,NTUCHI KUSINI,KANONDO
ISALE,55303,KITOSI,KANDALE
ISALE,55303,KITOSI,WIMBE
ISALE,55303,KITOSI,SENDO
ISALE,55303,KITOSI,KANWAIZA
ISALE,55303,KITOSI,KITEO
ISALE,55303,IFUNDWA,IFUNDWA A
ISALE,55303,IFUNDWA,IFUNDWA B
ISALE,55303,IFUNDWA,KALEMASHA A
ISALE,55303,IFUNDWA,KALEMASHA B
KIPANDE,55304,KIPANDE,KALEMASHA
KIPANDE,55304,KIPANDE,MAJENGO
KIPANDE,55304,KIPANDE,KILANGALA
KIPANDE,55304,KIPANDE,KAZAMOYO
KIPANDE,55304,KIPANDE,MTAKUJA
KIPANDE,55304,KIPANDE,MAGEUZI
KIPANDE,55304,KIPANDE,MWENGE
KIPANDE,55304,KIPANDE,KIZUSI
KIPANDE,55304,KIPANDE,MTAPENDA
KIPANDE,55304,KIPANDE,LUSEMBWA
KIPANDE,55304,KIPANDE,KATANDALA
KIPANDE,55304,KIPANDE,LUSEMBWA B
KIPANDE,55304,NKUNDI,NANZUMI
KIPANDE,55304,NKUNDI,LWIYA
KIPANDE,55304,NKUNDI,MYALE
KIPANDE,55304,NKUNDI,KING'OMBE
KIPANDE,55304,NKUNDI,ZAKA
KIPANDE,55304,NKUNDI,KAKONJE
KIPANDE,55304,NKUNDI,MIFUNDWA
KIPANDE,55304,NKUNDI,NANKASI
KIPANDE,55304,NKUNDI,KOBASHEKA
KIPANDE,55304,NKUNDI,NAVYELA
KIPANDE,55304,NKUNDI,MAKULA
KIPANDE,55304,NKUNDI,KITIKILI
KIPANDE,55304,NKUNDI,MIKONKONI
KIPANDE,55304,KANTAWA,MATUMAINI
KIPANDE,55304,KANTAWA,KABUNGU
KIPANDE,55304,KANTAWA,LYAKUPOLA
KIPANDE,55304,KANTAWA,NAMTOMOLA
KIPANDE,55304,KANTAWA,NAUNTI
KIPANDE,55304,KANTAWA,MNANILO
KIPANDE,55304,KANTAWA,ILAMBILA
KIPANDE,55304,KANTAWA,MKUTANO
KIPANDE,55304,KANTAWA,SONGAMBELE
KIPANDE,55304,KANTAWA,KASANGWA
KIPANDE,55304,KANTAWA,ZIMBA
KIPANDE,55304,KANTAWA,MNANILO B
KIPANDE,55304,KANTAWA,MOTOMOTO
KIPANDE,55304,KANTAWA,NAMFUTU
KIPANDE,55304,KALUNDI,SOPA
KIPANDE,55304,KALUNDI,NGUVUKAZI
KIPANDE,55304,KALUNDI,ITENDE
KIPANDE,55304,KALUNDI,JITEGEMEE
KIPANDE,55304,KALUNDI,KAWAJENSE
KIPANDE,55304,KALUNDI,MBINGILWA
KIPANDE,55304,KALUNDI,MUHIMBILI
KIPANDE,55304,KALUNDI,KACHINDO
KIPANDE,55304,KALUNDI,TAMBUKALELI
KIPANDE,55304,KALUNDI,MTAPENDA
KIPANDE,55304,NKOMOLO II,MAPINDUZI
KIPANDE,55304,NKOMOLO II,IYAKA
KIPANDE,55304,NKOMOLO II,NDOLA
KIPANDE,55304,NKOMOLO II,BONDESAFI
KIPANDE,55304,NKOMOLO II,MALIMAO
KIPANDE,55304,NKOMOLO II,UPENDO
KIPANDE,55304,NKOMOLO II,KITIKA
KIPANDE,55304,NKOMOLO II,MALIYA
KIPANDE,55304,NKOMOLO II,JEMBE
CHALA,55305,CHIMA,KILOMBERO
CHALA,55305,CHIMA,CHIMA
CHALA,55305,CHIMA,MAHAKAMA
CHALA,55305,CHIMA,UTULIVU NA.1
CHALA,55305,CHIMA,MNONELA
CHALA,55305,CHIMA,NDESWA
CHALA,55305,CHIMA,KAFULANJILI
CHALA,55305,CHALA A,UTULIVU NA. 2
CHALA,55305,CHALA A,MTAKUJA
CHALA,55305,CHALA A,KAZIMOJA
CHALA,55305,CHALA A,TUWEPAMOJA
CHALA,55305,CHALA A,MAFANIKIO
CHALA,55305,CHALA A,MFYIKO
CHALA,55305,CHALA A,CHALANTAI
CHALA,55305,CHALA A,KAULA
CHALA,55305,CHALA A,IPINGILILA
CHALA,55305,CHALA C,MIKOLONGO
CHALA,55305,CHALA C,KAULA
CHALA,55305,CHALA C,SENGA
CHALA,55305,CHALA C,NCHEMEKELO
CHALA,55305,CHALA C,IZIMBA
CHALA,55305,CHATELEKESHA,IZIMBA
CHALA,55305,CHATELEKESHA,CHATELEKESHA
CHALA,55305,CHATELEKESHA,NTANGANYIKA
CHALA,55305,CHATELEKESHA,ISOMA
CHALA,55305,CHATELEKESHA,NACHISHILO
CHALA,55305,CHATELEKESHA,MFWIZI
CHALA,55305,CHATELEKESHA,ISOMA B
CHALA,55305,KACHECHE,KATETE
CHALA,55305,KACHECHE,KAGWILO
CHALA,55305,KACHECHE,IVUNJE
CHALA,55305,KACHECHE,KASHANGALI
CHALA,55305,KACHECHE,NTENGO
CHALA,55305,KACHECHE,NACHISITU
CHALA,55305,CHALA B,MABATINI
CHALA,55305,CHALA B,MAPANDANJIA
CHALA,55305,CHALA B,MASHETE
CHALA,55305,CHALA B,MKOPEZI
CHALA,55305,CHALA B,KAUSHIKE
CHALA,55305,CHALA B,KIVUKONI
CHALA,55305,CHALA B,MKOPEZI B
CHALA,55305,CHALA B,TULU B
CHALA,55305,CHALA B,UKOLO B
CHALA,55305,ISASA,TULU
CHALA,55305,ISASA,KIVUKONI
CHALA,55305,ISASA,ISASA
CHALA,55305,ISASA,MBUGANI
CHALA,55305,LONDOKAZI,UPENDO
CHALA,55305,LONDOKAZI,MAGEUZI
CHALA,55305,LONDOKAZI,KALAMBO
CHALA,55305,LONDOKAZI,MTAPENDA
CHALA,55305,LONDOKAZI,MATANDALANI
CHALA,55305,LONDOKAZI,MUUNGANO
CHALA,55305,LONDOKAZI,LONDO
CHALA,55305,LONDOKAZI,MTITI
MTENGA,55307,LONDOKAZI,MTENGA
MTENGA,55307,LONDOKAZI,MTENGA B
MTENGA,55307,LONDOKAZI,MWAI
MTENGA,55307,LONDOKAZI,MATALA
KABWE,55308,KABWE,KITONGOJI NA.1
KABWE,55308,KABWE,KITONGOJI  NA.2
KABWE,55308,KABWE,KITONGOJI NA.3
KABWE,55308,KABWE,KITONGOJI NA.4
KABWE,55308,KABWE CAMP,KITONGOJI NA.9
